date,equity_10000,equity_25000,equity_50000,equity_100000,equity_250000,equity_500000,equity_1000000,equity_2000000
2008-04-17,0.0,0.0,1.4244446603720533,2.7044737763943885,3.3283533165272194,3.332236755220595,3.332236755220595,3.332236755220595
2008-04-18,0.0,0.0,1.4525936805910833,2.7584466404859618,3.394854147169148,3.3988151773542605,3.3988151773542605,3.3988151773542605
2008-04-21,0.0,0.0,1.4455359500361562,2.7455729644097917,3.3790845340597127,3.383027164658031,3.383027164658031,3.383027164658031
2008-04-22,0.0,0.0,1.4295735568130261,2.715783809049362,3.3424967691136405,3.3463967100307315,3.3463967100307315,3.3463967100307315
2008-04-23,0.0,0.0,1.4363558346302805,2.729197303633652,3.359082285769315,3.363001578248877,3.363001578248877,3.363001578248877
2008-04-24,0.0,0.0,1.4358346882596549,2.7287363134489655,3.3585907644475363,3.3625094834324187,3.3625094834324187,3.3625094834324187
2008-04-25,0.0,0.0,1.440829967967834,2.738758978887832,3.371002780465805,3.3749359814778894,3.3749359814778894,3.3749359814778894
2008-04-28,0.0,0.0,1.4402857575236334,2.738254042686781,3.370456596780692,3.3743891605194296,3.3743891605194296,3.3743891605194296
2008-04-29,0.0,0.0,1.4333398643053186,2.7255782427145956,3.3549295817162674,3.35884402892549,3.35884402892549,3.35884402892549
2008-04-30,0.0,0.0,1.4387081457057276,2.736316127504101,3.368222982252364,3.3721529398660115,3.3721529398660115,3.3721529398660115
2008-05-01,0.0,0.0,1.4367772166776145,2.7331735717345182,3.364430167994307,3.3683557002479505,3.3683557002479505,3.3683557002479505
2008-05-02,0.0,0.0,1.4491896955197447,2.7573158308436914,3.39422399314276,3.3981842880800492,3.3981842880800492,3.3981842880800492
2008-05-05,0.0,0.0,1.451092500212142,2.761466427588584,3.3994075895761258,3.403373932602979,3.403373932602979,3.403373932602979
2008-05-06,0.0,0.0,1.4441388125909818,2.7487637245672474,3.3838443899205948,3.3877925741986656,3.3877925741986656,3.3877925741986656
2008-05-07,0.0,0.0,1.4432221782831627,2.7475494917896004,3.38242437227611,3.3863708997134125,3.3863708997134125,3.3863708997134125
2008-05-08,0.0,0.0,1.4509718303000152,2.7628335953105787,3.4013149915820904,3.4052835601174913,3.4052835601174913,3.4052835601174913
2008-05-09,0.0,0.0,1.4440460647734379,2.750176822888489,3.385807231554293,3.38975770602647,3.38975770602647,3.38975770602647
2008-05-12,0.0,0.0,1.4471958015817714,2.756706375879423,3.3939205954841136,3.397880536424668,3.397880536424668,3.397880536424668
2008-05-13,0.0,0.0,1.4464370283379044,2.755792055899925,3.3928692344248255,3.396827948663816,3.396827948663816,3.396827948663816
2008-05-14,0.0,0.0,1.4517141479904776,2.7663773471469026,3.405975965725567,3.4099499725680267,3.4099499725680267,3.4099499725680267
2008-05-15,0.0,0.0,1.4544128903788425,2.7720513680852608,3.413035597365275,3.417017841207856,3.417017841207856,3.417017841207856
2008-05-16,0.0,0.0,1.461841897740538,2.786742204190126,3.431196837962022,3.4352002718820214,3.4352002718820214,3.4352002718820214
2008-05-19,0.0,0.0,1.4634202750765073,2.790282690462132,3.435628672849127,3.4396372777222814,3.4396372777222814,3.4396372777222814
